순번(No),광고회사,주소,전화번호
792,(주)엔투라지글로벌,서울특별시 강남구 논현로38길 32 501호 (도곡동),02-579-2258
793,(주)애드웍스커뮤니케이션,서울특별시 강남구 학동로 320 신우빌딩 (논현동)3층,02-3448-6636
794,(주)레인보우포켓,"전라북도 전주시 덕진구 팔과정로 20 501-1호 (팔복동3가,전주지식산업센터)",063-232-7820
795,(주)아리씨,서울특별시 양천구 목동남로4길 43-11  (신정동)3층,02-2644-8868
796,주식회사 이지컴,부산광역시 강서구 체육공원로6번길 116  (대저1동),051-852-4735
797,주식회사 나이스슈팅,"서울특별시 강남구 논현로127길 13 5층 (논현동, 세영빌딩)",02-6052-4770
798,(주)위즈토드,서울특별시 관악구 남부순환로247가길 22  (봉천동),02-792-7932
799,(주)코인사이드,서울특별시 강남구 강남대로162길 27-16 신아빌딩 2층 (신사동),02-543-4242
800,미디어그룹테이크투(주),"서울특별시 마포구 홍익로5안길 28 , 2층 201호 (서교동 스퀘어빌)",02-6956-7023
801,(주)매드커뮤니케이션즈,서울특별시 강남구 언주로85길 29 한국빌딩 4층 (역삼동),070-5143-8284
802,(주)심포니미디어,서울특별시 서대문구 통일로37길 34 협우연립202호 (홍제동),02-541-7177
803,(주)탑클래스뷰,서울특별시 용산구 한강대로 109  (한강로2가),02-543-0773
804,(주)올윈커뮤니케이션즈,서울특별시 강남구 도산대로90길 13 해오름빌딩 2층 (청담동),02-546-0810
805,(주)애드웰,서울특별시 서초구 서초대로 30 현진빌딩4층 (방배동),02-597-6005
806,(주)에이치엠애드,서울특별시 강서구 마곡중앙5로1길 20 726호 (마곡동),02-783-1138
807,(주)애드비아이엔씨,경기도 부천시 양지로 205 (옥길동) 서영아너시티2차 402호,02-2052-7777
808,(주)에스키모티브이,서울특별시 강남구 테헤란로 441  (삼성동),02-557-6565
809,주식회사 칠월,"부산광역시 남구 유엔평화로10번길 16 3층 (대연동, 건익빌딩)",051-626-0725
810,(주)비전기획,서울특별시 서초구 서초대로78길 42 현대기림빌딩 1303호 (서초동),02-1661-3524
811,(주)리브레크리에이티브컴퍼니,서울특별시 마포구 와우산로17길 19-11  (서교동),070-7709-0937
812,(주)두리번,서울특별시 마포구 월드컵로8길 40-8  (서교동),02-6395-3926
813,(주)뉴로애드,"경기도 고양시 일산서구 중앙로 1471 상가동 209호 (주엽동, 문촌마을13단지아파트)",031-917-2217
814,(주)커뮤니케이션애드게이트,서울특별시 마포구 성미산로 116  (연남동),02-6351-3325
815,(주)오즈미디어그룹,서울특별시 강남구 도산대로38길 40  (논현동),02-3443-1940
816,(주)온커뮤니케이션,서울특별시 영등포구 은행로 37 기계진흥회관 4층 (여의도동),02-786-3286
817,(주)디렉터스컴퍼니,서울특별시 강남구 봉은사로44길 2  (역삼동)아모제역삼빌딩 6층(엘리베이터우측),02-3443-8844
818,(주)일진커뮤니케이션,서울특별시 강남구 논현로149길 67-10 7층 (논현동),02-2277-4424
819,(주)크레이블코리아,"서울특별시 강남구 봉은사로 474  (삼성동, 쌍용 플래티넘)",02-569-6370
820,(주)마코컴퍼니,서울특별시 강남구 도산대로 509  (청담동),02-6925-3734
821,비아이지아이 주식회사,"서울특별시 강남구 학동로3길 8 4층 (논현동, 환윤빌딩)",02-586-8191
822,(주)코스모노바,경기도 성남시 분당구 느티로 22 백궁동양파라곤 비동 1803호 (정자동),
823,(주)믿음컴퍼니,충청북도 청주시 흥덕구 사운로 215 3층 302호 (운천동),043-273-9205
824,(주)매니아컴퍼니,서울특별시 구로구 디지털로27길 24 벽산디지털밸리1차 801-62호 (구로동),02-6330-9047
825,(주)유담커뮤니케이션,서울시 강남구 봉은사로 129 거평타운 505호(논현동),02-355-3580
826,봄센(주),서울특별시 마포구 월드컵북로6길 52  (동교동)4층,02-323-7660
827,본게노스(주),서울특별시 종로구 종로5길 7  (청진동),02-725-9030
828,(주)카페인커뮤니케이션,서울특별시 성동구 상원1길 26 908호 (성수동1가),02-6972-1598
829,(주)더피알,서울특별시 강남구 언주로135길 32-14  (논현동),02-6223-5556
830,(주)이룸커뮤니케이션,"서울특별시 서초구 서초대로74길 33  (서초동, 비트빌)",02-1661-9846
831,(주)애드마루,경기도 광주시 곤지암읍 열미길 378-8 1동 101호,02-497-7002
832,(주)광커뮤니케이션즈,서울특별시 중구 동호로7길 37  (신당동),02-2237-0602
833,우진호(주),"서울특별시 송파구 올림픽로 212 에이동 1219호 (잠실동, 갤러리아팰리스)",
834,주식회사혜윰,대전광역시 서구 대덕대로 325 4층 463호(월평동 스타케이트) (월평동),070-4025-7099
835,(주)참견,서울특별시 강남구 논현로150길 36-5 동성빌딩 601호 (논현동),02-3444-1515
836,피알게이트(주),서울특별시 용산구 한남대로21길 17 신화빌딩 501호 (한남동),02-792-2633
837,(주)케이애드앤파트너스,광주광역시 동구 천변우로 339 601-1호 (수기동),062-227-1228
838,(주)애드에이치큐,서울특별시 강남구 언주로 333 9층 (역삼동),02-3442-2910
839,(주)알리다컴퍼니,대구광역시 중구 국채보상로 586 16층837호 (동성로2가),053-1600-9868
840,(주)한아람마케팅,서울특별시 강남구 광평로 295 동관 413호 (수서동),02-6281-8000
841,(주)윈스커뮤니케이션,"서울특별시 서초구 강남대로 241 241, 5층 (서초동)",02-577-5755
842,(주)해담미디어,서울특별시 양천구 목동중앙북로 100 402호 (목동),070-4640-0854
843,(주)퍼니웍스,경기도 고양시 덕양구 항공대학로 76 한국항공대학교 311호 (화전동),070-7687-0397
844,(주)이오브로스,서울특별시 영등포구 당산로41길 11 706호 (당산동4가),02-540-2522
845,(주)코드컴,서울특별시 강남구 테헤란로51길 18  (역삼동)광진빌딩 401호,02-6300-8399
846,(주)디블렌트,서울특별시 강남구 선릉로 541  (역삼동)디블렌트빌딩 6층,02-512-4005
847,(주)루다커뮤니케이션,서울특별시 강남구 봉은사로 129 거평타운 141호 (논현동),02-518-1945
848,(주)아이원미디어,경기도 고양시 덕양구 지축로 56 (지축동) 성산타워 709호~712호,02-6209-2990
849,(주)톡톡커뮤니케이션,서울특별시 강남구 논현로149길 27  (논현동),02-6956-6888
850,그레이고(주),"서울특별시 강남구 테헤란로103길 17 (삼성동,정석빌딩)",070-4118-0116
851,(주)아우터애드,서울특별시 강동구 천중로 213 413-130호 (길동),070-4069-9991
852,(주)비제이미디어그룹,인천광역시 부평구 동수천로7번길 24 와이타워 404호 (부평동),02-2257-8358
853,(주)블루픽스,서울특별시 서초구 양재천로 123  (양재동),02-3463-7772
854,(주)엠앤케이,광주광역시 서구 천변좌로 268 1804호 (양동),062-718-7203
855,에이션(유),"서울특별시 영등포구 여의동로 213 비동 15층 1호 (여의도동, 여의도금호리첸시아)",070-8820-6232
856,(주)다담커뮤니케이션,서울특별시 강남구 논현로38길 30 시조빌딩4층 (도곡동),02-571-6977
857,(주)이루다크리에이티브,서울특별시 금천구 디지털로9길 65 백상스타타워1차 (가산동),070-5129-4138
858,(주)금석커뮤니케이션스,서울특별시 중구 수표로10길 5 301호 (저동2가),070-7775-1256
859,(주)파컴,서울특별시 송파구 충민로 66 가든파이브라이프 티-9101호 (문정동),02-6285-9808
860,(주)씨씨엔터테인먼트,전라북도 전주시 덕진구 백제대로 563 15호 (금암동),063-000-0000
861,(주)디자인시선,대구광역시 동구 팔공로25길 68  (불로동),053-965-8666
862,(주)제이지씨,서울특별시 구로구 디지털로30길 31 1114호 (구로동),
863,동국헬스케어홀딩스(주),서울특별시 강남구 테헤란로108길 7 (대치동) 동국빌딩 3층,02-558-6741
864,(주)토네이도,울산광역시 남구 번영로191번길 18 3층 (신정동),052-267-2058
865,(주)온기획,울산광역시 남구 돋질로37번길 12 2층 (신정동),052-265-6114
866,유한회사 셀리턴리치플랫폼,"경기도 부천시 조마루로385번길 122 23층 2301호-2035호 (춘의동, 삼보테크노타워)",032-930-1734
867,(주)디사이드,서울특별시 강남구 테헤란로 406 에이동 1112호 (대치동),
868,(주)팝플,서울특별시 서초구 강남대로95길 19-4  (잠원동)호영빌딩502호,02-516-2960
869,(주)피디언,서울특별시 강남구 봉은사로34길 7 501호 (역삼동),02-2252-0112
870,(주)인원더랜드,서울특별시 서초구 서초대로78길 22 924호 (서초동),02-6302-7117
871,(주)케이엔에스통신,서울특별시 서초구 사임당로10길 3  (서초동),02-583-7300
872,(주)일컴,"서울특별시 강남구 언주로97길 8 , 4층(역삼동,창해빌딩)",02-3446-9250
873,주식회사 와우코퍼레이션,부산광역시 남구 유엔로157번가길 101  4층 403호 (대연동),051-919-8567
874,(주)피케이컴퍼니,경기도 고양시 일산동구 정발산로 24 제티2-504호 (장항동),031-926-3367
875,(주)아이코닉스미디어,경기도 성남시 분당구 판교로255번길 64  (삼평동),031-8060-2584
876,(주)히어플레이,"서울특별시 마포구 월드컵북로11길 14-13 202호 (성산동, 진성파크빌)",
877,(주)컨퍼니,서울특별시 강남구 테헤란로84길 16 7층 (대치동),02-554-1008
878,주식회사 애드스카이,부산광역시 남구 못골로 102-1 3층 (대연동),051-612-7980
879,(주)애드엠피알,"서울특별시 마포구 백범로 205 (신공덕동, 펜트라우스)105동 1108호",02-702-0871
880,(주)케이투씨피,서울특별시 중랑구 봉화산로 218 영창빌딩 610호 (신내동),02-702-0980
881,(주)피앤에프시스템즈,서울특별시 서초구 양재천로19길 11-5  (양재동),02-3463-5031
882,(주)필름에이지,광주광역시 동구 동계천로 150 501호 (동명동),062-515-1895
883,(주)퍼틸레인,서울특별시 강남구 봉은사로86길 6  (삼성동) 빌딩레베쌍트 8층,02-546-7377
884,(주)디자인숨,광주광역시 북구 운용로 19  (운암동),062-430-6102
885,주식회사 동양디얜씨,부산광역시 동래구 아시아드대로255번길 9 에이동 403호 (온천동),051-555-2345
886,(주)케이알미디어,서울특별시 서초구 서초대로27길 10-3  (방배동),02-523-4131
887,(주)커민,서울특별시 영등포구 63로 32  (여의도동) 라이프콤비빌딩 413호,02-6268-6260
888,(주)하루애드,서울특별시 강남구 강남대로136길 11  (논현동)521호,02-517-9000
889,주식회사에스티엔방송스타트뉴스,대전광역시 중구 대둔산로 133  (안영동)유진빌딩3,042-586-7713
890,(주)한영씨앤텍,서울특별시 구로구 디지털로34길 27  (구로동) 대륭포스트타워3차 904호,02-508-7755
891,(주)헤이데이커뮤니케이션,서울특별시 중구 퇴계로 213 일흥빌딩 3층 306-19호  (충무로4가),02-6368-7370
892,(주)유니크애드,서울특별시 영등포구 국제금융로6길 33  (여의도동)1221호 맨하탄빌딩 ,
893,(주)케렌시아,경기도 용인시 기흥구 동백3로11번길 33 801-110 (중동),070-7715-5960
894,주식회사 어울림미디어,세종특별자치시 한누리대로 194 453 (나성동),070-4179-0512
895,(주)유니크로지스,경기도 군포시 번영로 82 엔동동 동관5층  (부곡동),031-460-6068
896,(주)인커머스,"서울특별시 서초구 반포대로23길 6  3층 302호 (서초동, 효진빌딩)",02-2261-4253
897,(주)세화상회,제주특별자치도 제주시 용담로5길 19 4층 1호 (용담삼동),064-748-2500
898,(주)TS미디어,"서울특별시 영등포구 양평로 96 TS빌딩 6층, 601호 (양평동4가)",02-782-8296
899,(주)빅브라더크리에이티브,서울특별시 마포구 동교로 142-7 서광빌딩5층 (서교동),02-322-7765
900,(주)넥스트미디어그룹,"서울특별시 강남구 언주로 637  13층 (논현동, 싸이칸타워)",070-7732-2571
901,(주)아이키니미디어,서울특별시 강남구 테헤란로6길 30 태암빌딩 413호 (역삼동),02-323-2526
902,제이티지엔터테인먼트(주),서울특별시 강남구 논현로102길 11 지2층 (역삼동),02-567-0522
903,(주)콜럼버스커뮤니케이션,서울특별시 서초구 강남대로 545-15 미주빌딩501호 (반포동),02-6951-4517
904,(주)어썸메이크,서울특별시 강남구 강남대로146길 7 금원빌딩 205호 (논현동),02-544-1885
905,주식회사 엘림컴퍼니,부산광역시 해운대구 센텀동로 71  (우동 벽산이클래스원 2차) 501호,051-741-6774
906,(주)코컴,서울특별시 동대문구 사가정로25길 62 15 (장안동),02-6406-3690
907,(주)포엠,제주특별자치도 제주시 중앙로8길 2 1호 (일도일동),064-725-9837
908,(주)에이치엘더블유,서울특별시 종로구 새문안로5길 19  (당주동) 로얄빌딩 8층 3호,02-6929-2129
909,주식회사 올리브애드컴,"서울특별시 영등포구 국제금융로8길 27-8 4층 4837호(여의도동,엔에이치농협캐피탈빌딩)",02-3474-0110
910,(주)오피엠에스,서울특별시 서초구 동작대로 186  (방배동)신흥빌딩7층,031-955-2845
911,(주)유칸크리에이티브,서울특별시 서초구 신반포로41길 14 3층 (잠원동),02-3448-4442
912,(주)클랙슨인터랙티브,서울특별시 강남구 논현로113길 13 우창빌딩4층 (논현동),02-6245-8908
913,(주)당근애드,대구광역시 수성구 동대구로14길 15-21 (지산동) 엘리시아B 102호,
914,(주)윈브레인,서울특별시 송파구 법원로11길 25  (문정동)H비지니스파크B동1509호,02-578-5775
915,(주)에스드림이엔티,서울특별시 마포구 성미산로 155 3층 (연남동),02-338-9256
916,(주)돈티비,서울특별시 마포구 망원로 59 지하1층 (망원동),02-595-0019
917,(주)스카이애드컴,서울특별시 영등포구 당산로46길 15 3층 (당산동6가),02-2677-8263
918,(주)국가대표광고,서울특별시 강남구 논현로80길 9 (역삼동) 거평빌딩 2층,02-6061-1124
919,(주)비젼텔리넷,제주특별자치도 제주시 중앙로 150 3층 (이도일동),070-8811-2521
920,(주)제이제이비스타,서울특별시 종로구 종로 1 교보생명빌딩 15층 (종로1가),02-2010-8931
921,(주)포씨엠,경기도 고양시 덕양구 삼송로 12 반도유스퀘어 607호 (원흥동),031-926-3130
922,(주)콘텐츠오션,서울특별시 영등포구 영신로 220 케이엔케이디지털타워 6층(영등포동8가),02-2655-9070
923,(주)레드핫컨텐츠,서울특별시 강남구 언주로130길 18 2층 (논현동 동인빌딩),02-518-4642
924,(주)프럼,서울특별시 강남구 도산대로63길 18 BK빌딩3층 (청담동),02-544-3786
925,주식회사 태양커뮤니케이션,충청북도 청주시 상당구 중앙로 63-1  (북문로3가),043-223-6038
926,(주)미디어큐레이터,"서울특별시 강서구 공항대로59길 8  (등촌동), 4층 411호(우현빌딩)",02-762-2013
927,(주)상상제작소 쿤,제주특별자치도 제주시 아봉로 54  (아라일동),064-743-0345
928,(주)디티에스아이,서울특별시 강남구 도산대로 318 SB타워 6층 (논현동),02-6713-4540
929,(주)길드커뮤니케이션,서울특별시 서대문구 충정로 53 골든타워 1315호 (충정로2가),02-362-1112
930,(주)큐브릭코퍼레이션,서울특별시 강남구 남부순환로 2621 1동 11층 15호 (도곡동),070-4640-7045
931,주식회사 고컴퍼니,부산광역시 해운대구 해운대로 601 B동 603호 (우동),051-742-9909
932,(주)에이치이엔티,서울특별시 강남구 선릉로119길 26  (논현동)2층,02-545-1177
933,(주)로그인애드,"서울특별시 강서구 공항대로 194 1001호 (마곡동, 문영퀸즈파크12차)",031-909-1133
934,(주)싱커드,서울특별시 성동구 상원1길 26 서울숲A타워 3층 301호 (성수동1가),02-515-2772
935,(주)뉴비티에스,대구광역시 동구 동내로 76  (동내동) 한국메디벤처센타 309호,053-710-7870
936,(주)네이키드,서울특별시 강남구 언주로153길 14  (신사동) 3층,02-515-6482
937,(주)엔시너지,"서울특별시 용산구 한강대로 69 221-2호 (한강로2가, 용산푸르지오써밋)",
938,(주)예인픽쳐스,"서울특별시 용산구 서빙고로 417 1201호  (한남동, 한남동 하이페리온 Ⅱ)",02-782-6800
939,인스파이어드바이 유한회사,서울특별시 강남구 봉은사로2길 31 4층 (역삼동)더블유빌딩,02-2186-9700
940,디자인그룹 주식회사,서울특별시 서초구 서초중앙로8길 21 대원빌딩 B103호 (서초동),
941,(주)비커밍,서울특별시 용산구 한남대로40길 35  (한남동),02-792-5419
942,(주)맥브레인즈,서울특별시 강남구 언주로 551 7층 프라자빌딩 (역삼동),070-5143-8280
943,(주)아논컴퍼니,"광주광역시 남구 봉선로 37  (주월동, 봉선로광명메이루즈) 103-603",062-671-2177
944,(주)와이제이에스브이,서울특별시 용산구 대사관로 35  (한남동) B동 402호,02-564-7749
945,(주)제이케이애드,"경기도 김포시 태장로 789 726호 (장기동, 금광하이테크시티)",02-3661-0955
946,(주)멜로펀치,서울특별시 영등포구 양평로21길 26 지층 비110호 (양평동5가),02-335-0988
947,(주)힘엔터웍스,서울특별시 영등포구 버드나루로 73 우성빌딩 607호 (영등포동7가),02-2631-6553
948,(주)도그지어,서울특별시 강남구 논현로131길 30 성도빌딩 3층 (논현동),02-543-6035
949,(주)디엔에이디,서울특별시 금천구 벚꽃로 286 11층 1109호 (가산동),070-4162-4570
950,박살컴퍼니(주),"서울특별시 강남구 봉은사로67길 40  (삼성동, B and J House)",070-4118-7787
951,(주)꽃길,서울특별시 마포구 월드컵로 163-3 1층 (망원동),02-336-8212
952,(주)한스미디어,대구광역시 중구 동덕로 73  (대봉동) 4층,053-243-1244
953,(주)피에스와이,서울특별시 강남구 논현로95길 12 역삼빌딩 3층 (역삼동),02-501-1835
954,(주)더다함커뮤니케이션즈,서울특별시 서초구 나루터로 59 8층 (잠원동) 라성빌딩,02-1599-2910
955,(주)파파라인,서울특별시 영등포구 국제금융로 78  (여의도동) 701-A 홍우빌딩,02-6280-5838
956,주식회사 명애드컴,"서울특별시 서초구 효령로 267  (서초동, 명인타워)",02-521-0733
957,(주)디에이치크리에이트,서울특별시 서초구 강남대로 309  (서초동)코리아비지니스센터 17층18호,02-769-1137
958,(주)위너케이,"서울특별시 서초구 청계산로 201, 423호(신원동, 서초포레지움) .",02-782-8987
959,(주)유닛디자인,서울특별시 마포구 월드컵로26길 6 청우빌딩 2층 (성산동),02-332-3125
960,(주)라인비주얼,서울특별시 중구 퇴계로 180-11  (필동1가) 2층 금성빌딩,02-6081-9000
961,(주)모둠,대전광역시 유성구 외삼로 48  (외삼동),042-716-1237
962,(주)프레티애드,서울특별시 마포구 와우산로29나길 26  (서교동) 202호,02-549-3004
963,티엔컴퍼니 주식회사,대구광역시 중구 경상감영길 56  (서문로1가) 2층 237호,053-622-9696
964,(주)보토크리에이티브,경기도 남양주시 와부읍 덕소로97번길 69 102동 703호 (강산마을코오롱대성아파트),02-2037-0700
965,언바운더리스(유),서울특별시 서초구 강남대로51길 1 16층 9호 (서초동),02-6956-4587
966,포커스미디어코리아(주),서울특별시 영등포구 여의대로 24 45층 (여의도동),02-6956-8998
967,티브이씨(주),서울특별시 강남구 삼성로95길 33 5층 (삼성동),02-546-6749
968,(주)그룹아이디디,서울특별시 강남구 도산대로 145 11층~13층 (신사동),02-552-1196
969,(주)슈퍼블릿커뮤니케이션즈,서울특별시 금천구 가산디지털1로 2 13층 1313호 (가산동),02-2622-8338
970,(주)뷰티베러,서울특별시 영등포구 영신로 220  (영등포동8가)knk 디지탈타워,02-1644-7462
971,(주)웨이보빅아이이앤씨,서울특별시 마포구 월드컵북로 402 1215호 (상암동),070-4693-7270
972,(주)한쇼핑,서울특별시 성동구 광나루로 130 1601호 서울숲IT캐슬 (성수동1가),070-8786-7807
973,(주)삼성게임즈,서울특별시 영등포구 국제금융로 20 A382호 율촌빌딩  (여의도동),02-3775-3975
974,(주)아이스크리에이티브,서울특별시 강남구 압구정로2길 58 4층 하널번빌딩 (신사동),02-711-8807
975,(주)미디컴웍스,서울특별시 중구 한강대로 416 5층 (남대문로5가),02-6370-8000
976,(주)키이츠서울,서울특별시 강남구 도산대로54길 48-19  (논현동),02-3444-4946
977,(주)포트럭테이블,서울특별시 중구 퇴계로36길 2 신관 316호 (필동2가),02-2285-0807
978,(주)애드파워씨엠씨,"서울특별시 강남구 논현로164길 26 4층(신사동, 성호빌딩)",02-2191-6800
979,(주)트로피마케팅커뮤니케이션즈,서울특별시 서초구 효령로 242  (서초동)6층,070-8885-0625
980,(주)케이알마케팅,서울특별시 강남구 학동로 176  (논현동)3층,02-792-1147
981,주식회사 깔아보이소,울산광역시 울주군 상북면 알프스온천1길 123 .,070-8880-6860
982,엠케이커뮤니케이션(주),서울특별시 강남구 학동로 225 2층 (논현동),
983,(주)크리에이티브마켓,서울특별시 강남구 논현로 733 천조빌딩 3층,070-4420-3088
984,(주)인터커뮤니케이션,서울특별시 성동구 왕십리로 58 406호 (성수동1가),02-569-7011
985,(주)제이와이미디어컴퍼니,경기도 고양시 일산동구 백마로213번길 12 6층 621호 (장항동),
986,(주)프로그레스마케팅,서울특별시 구로구 디지털로26길 5 에이스하이 엔드타워 1차 410호(구로동),02-865-0974
987,(주)케이시투,서울특별시 마포구 독막로2길 31  (합정동) 3층,02-702-7966
988,(주)아이에이치큐 미디어부문,서울특별시 강서구 강서로 501-8  (가양동) ,02-6005-6513
989,(주)콘텐츠허브상상,서울특별시 서초구 신반포로45길 18  (잠원동)1층,02-6339-0921
990,(주)남일애드컴,"서울특별시 서초구 강남대로 479 , 비1 피치트리 168호(반포동,신논현타워)",02-722-4499
991,(주)소원애드,경기도 고양시 일산동구 고풍로 44-8 4층 (풍동),031-907-8921
992,(주)고마오,서울특별시 중구 만리재로 193 서울역디오빌 (만리동1가) 719호,070-4145-9850
993,(주)브레인,"경상남도 창원시 의창구 용동로57번길 18 905호(시그니처M빌딩, 사림동)",055-237-8067
994,주식회사 리노커뮤니케이션즈,서울특별시 송파구 송이로 145  (가락동)리노타운,02-3445-1750
995,(주)디렉터마켓,서울특별시 강남구 언주로103길 17-3 1~2층 (역삼동),02-555-2633
996,(주)코코인코퍼레이션,서울특별시 강남구 선릉로100길 8 3층 (삼성동),02-540-1402
997,(주)에프에이비엔터테인먼트,"서울특별시 마포구 신촌로10길 9  (동교동, 더라움) A동202호",02-6409-3100
998,백홀딩스주식회사,서울특별시 구로구 새말로 97  (구로동)신도림테크노마트15층,02-2111-8010
999,(주)소년기획,"서울특별시 노원구 공릉로46가길 17-2 , 1층(공릉동)",
1000,(주)미디어엠플러스,서울특별시 영등포구 영신로34길 10 202호 (영등포동4가),02-784-0415
1001,주식회사쿠키뉴스대전충남취재본부,"대전광역시 유성구 문화원로 131  (봉명동, 투유2)210호",042-824-3033
1002,(주)애드브레인,서울특별시 노원구 노원로15길 10  (하계동)B동 8층 801호,02-1588-9011
1003,주식회사 씨에스이마케팅,서울특별시 구로구 디지털로29길 38 303호 (구로동),02-2109-0295
1004,(주)케미트리,서울특별시 마포구 마포대로14길 19  (공덕동)6층,02-704-7282
1005,(주)제로웹,"부산광역시 해운대구 수영강변대로 140  (우동), 부산문화콘텐츠콤플레스 806호",051-1544-6044
1006,주식회사 유앤티기획,"충청남도 천안시 서북구 두정역길 48  (두정동, 두정역푸르지오아파트)",041-622-2568
1007,(주)한국뉴미디어영남본부,부산광역시 연제구 거제천로 154  (연산동) 4층,051-1899-1898
1008,(주)트루커뮤니케이션즈,서울특별시 강남구 논현로149길 69  (논현동)신흥빌딩 3층,02-3445-3003
1009,(주)테라컴,광주광역시 남구 독립로 102-1  2층(백운동 상지빌딩),062-527-7133
1010,(주)스토리360,서울특별시 서초구 서초대로74길 51 1610호 (서초동),
1011,(주)아이디어팩토리,서울특별시 강남구 학동로50길 7 상보빌딩 501호 (논현동),02-511-7740
1012,(주)씨케이파트너스,강원도 원주시 원일로 109 4층 (일산동),070-7792-8411
1013,(주)트라움미디어,"서울특별시 영등포구 63로 32 , 716호 (여의도동, 콤비빌딩)",02-783-4400
1014,(주)하이웍스,서울특별시 용산구 이태원로 223-5 유니언타운 한남 2층 206호(한남동),02-565-0919
1015,(주)메이크볼드,서울특별시 서초구 반포대로24길 15 4층 (서초동),070-4451-1186
1016,(주)광고천하,경기도 오산시 독산성로232번길 14-24 광고천하 (지곶동),02-1588-5815
1017,(주)미디어브로,서울특별시 마포구 연남로1길 6-9 3층 303호 (연남동),
1018,(주)하이터치컴퍼니,"서울특별시 강남구 도산대로89길 19-4  (청담동)4,5층",02-545-8445
1019,(주)준미디어컴,서울특별시 양천구 중앙로 294 6층(신정동),
1020,(주)홍보대행사이룸(주),서울특별시 강남구 학동로 312  (논현동)3층,02-2033-9948
1021,주식회사 코아컴(서울),서울특별시 성동구 연무장5가길 7 E동 1402호 (성수동2가),02-548-2396
1022,(주)위나이스컴퍼니,서울특별시 강남구 도산대로8길 12 3층 327호 (논현동),02-6097-0788
1023,(주)브랜드지니,서울특별시 성동구 왕십리로16가길 22 (성수동1가) 3층,
1024,주식회사 첸노,대전광역시 서구 둔산대로117번길 95 (만년동)7층701호,042-489-7994
1025,(주)아이브이유아이(주),서울특별시 강남구 강남대로58길 59 2층 (도곡동),02-588-0493
1026,(주)에이블커뮤니케이션,서울특별시 종로구 종로 183 비동 1802호 (인의동),070-4738-4914
1027,(주)성경커뮤니티,인천광역시 동구 방축로83번길 23 12동 326호 (송림동),070-8614-3002
1028,(주)위드커뮤니케이션즈,서울특별시 강서구 마곡중앙로 59-21 7층 715호 (마곡동),02-564-8752
1029,니드컴(주),서울특별시 금천구 가산디지털2로 136  (가산동)3층 304호,02-337-2002
1030,(주)에픽컴,서울특별시 구로구 디지털로 288  (구로동)1212호,
1031,(주)미래앤,전라남도 나주시 정보화길 26  (빛가람동) 401호,02-761-0587
1032,이월삼십일일(주),서울특별시 강남구 선릉로111길 37  (논현동)3층,02-3447-0231
1033,(주)루뻬,서울특별시 서초구 양재대로2길 100-30 201호 3층 (우면동) ,02-546-1499
1034,(주)아이콘플,서울특별시 은평구 은평로 90 14층 (응암동),070-4403-8831
1035,(주)블랙팀,서울특별시 강남구 테헤란로 503  (삼성동) 11층 1104호,02-3453-8280
1036,(주)런랩,서울특별시 용산구 이태원로49길 19 202호 (한남동),02-6080-8883
1037,(주)핀셋,서울특별시 서초구 나루터로10길 29  (잠원동)5층 504호,050-4499-0542
1038,한아방송(주),부산광역시 중구 충장대로9번길 22 신도빌딩 1층 (중앙동4가),051-207-1881
1039,(주)유니언컴,서울특별시 양천구 목동중앙북로 121 301호 (목동),02-2642-6606
1040,(주)아이소바코리아,"서울특별시 강남구 테헤란로79길 6 , 11층 (삼성동, 제이에스타워)",02-6005-0824
1041,(주)스토리필름,서울특별시 강남구 선릉로125길 21-2 스토리필름 (논현동),02-540-0204
1042,(주)제이앤피크리에이티브,경기도 성남시 분당구 산운로208번길 32-3  (운중동),02-573-7001
1043,(주)브랜드테이크아웃,서울특별시 강남구 강남대로152길 14  (신사동)3층 성환빌딩,02-544-0022
1044,주식회사유창한녀석들,부산광역시 해운대구 센텀중앙로 48 에이스하이테크21 705호 (우동),051-714-6488
1045,(주)티케이엔와이,서울특별시 서초구 동광로49길 74  (반포동) 1층,02-552-9921
1046,(주)애드앤파크커뮤니케이션,서울특별시 강남구 논현로 708 3층 (논현동),02-512-0719
1047,(주)트로인,서울특별시 송파구 오금로 194 6층 602호 (송파동),02-416-1029
1048,(주)에스지컴퍼니,"서울특별시 서초구 서초대로50길 8  (서초동, 관정빌딩)6층",02-554-6370
1049,(주)뷰스컴퍼니,서울특별시 강남구 강남대로 340 12층 (역삼동),070-4042-4340
1050,주식회사 와이즈플래닛컴퍼니,"서울특별시 금천구 벚꽃로 244  906호 (가산동, 벽산디지털밸리5차)",02-830-1912
1051,주식회사 씨앗드림,경상북도 포항시 남구 중앙로 154  (해도동) 1108호,054-284-8819
1052,(주)비앤씨,서울특별시 용산구 한남대로 98 3층 (한남동),02-762-9090
1053,(주)쿠미디어,경기도 고양시 일산서구 웅비로12번길 5-19  (대화동),02-1899-8229
1054,(주)유레카컨텐츠그룹,"서울특별시 강남구 압구정로2길 60 , 6층 (신사동,MG타워)",02-6672-6542
1055,주식회사 비오비기획,대구광역시 수성구 신천동로88길 55  (수성동4가)2층,053-000-0000
1056,(주)지엔에이,서울특별시 강남구 논현로85길 47 302호 (역삼동),032-715-4141
1057,주식회사 아피네,서울특별시 성동구 성수일로10가길 4  (성수동2가),02-543-9732
